발생일시,사망자수,부상자수,중상자수,경상자수,부상신고자수,시도,시군구,사고유형_대분류,사고유형_중분류,가해자법규위반,가해자_당사자종별,피해자_당사자종별,도로형태id,사고id
2019-04-02 19:00:00+09,1,1,1,0,0,대구,북구,차대차,정면충돌,중앙선 침범,승용차,화물차,5,755
2019-04-02 22:00:00+09,1,0,0,0,0,경북,영천시,차량단독,공작물충돌,안전운전 의무 불이행,승용차,없음,5,756
2019-04-02 22:00:00+09,1,0,0,0,0,울산,북구,차대차,측면충돌,신호위반,이륜차,승용차,1,757
2019-04-03 00:00:00+09,1,0,0,0,0,충남,홍성군,차량단독,도로이탈,안전운전 의무 불이행,이륜차,없음,5,758
2019-04-03 04:00:00+09,1,0,0,0,0,부산,해운대구,차대사람,기타,안전운전 의무 불이행,승용차,보행자,5,759
2019-04-03 07:00:00+09,1,0,0,0,0,대구,달서구,차량단독,공작물충돌,안전운전 의무 불이행,이륜차,없음,9,760
2019-04-03 08:00:00+09,1,0,0,0,0,충북,옥천군,차량단독,기타,안전운전 의무 불이행,승합차,없음,5,761
2019-04-03 09:00:00+09,1,1,0,1,0,강원,춘천시,차대차,추돌,안전운전 의무 불이행,승용차,화물차,7,762
2019-04-03 12:00:00+09,1,0,0,0,0,전남,고흥군,차량단독,전도,안전운전 의무 불이행,농기계,없음,5,763
2019-04-03 12:00:00+09,1,1,0,1,0,경북,상주시,차대차,추돌,안전운전 의무 불이행,화물차,화물차,5,764
2019-04-03 14:00:00+09,1,0,0,0,0,전남,곡성군,차대사람,횡단중,보행자 보호의무 위반,화물차,보행자,3,765
2019-04-03 16:00:00+09,1,0,0,0,0,충남,서산시,차대사람,횡단중,신호위반,승용차,보행자,3,766
2019-04-03 19:00:00+09,1,0,0,0,0,경남,하동군,차대사람,길가장자리구역통행중,안전운전 의무 불이행,화물차,보행자,5,767
2019-04-03 21:00:00+09,1,0,0,0,0,전북,장수군,차대사람,차도통행중,안전운전 의무 불이행,화물차,보행자,5,768
2019-04-04 06:00:00+09,1,0,0,0,0,대구,북구,차대차,기타,안전운전 의무 불이행,화물차,화물차,5,769
2019-04-04 08:00:00+09,1,0,0,0,0,인천,부평구,차대차,기타,신호위반,이륜차,화물차,1,770
2019-04-04 09:00:00+09,1,0,0,0,0,경기,용인시,차대차,기타,안전운전 의무 불이행,화물차,자전거,5,771
2019-04-04 12:00:00+09,1,0,0,0,0,경북,청도군,차량단독,공작물충돌,안전운전 의무 불이행,승용차,없음,5,772
2019-04-04 17:00:00+09,1,0,0,0,0,경북,울진군,차량단독,도로이탈,안전운전 의무 불이행,승용차,없음,5,773
2019-04-04 18:00:00+09,1,1,0,1,0,전남,영광군,차량단독,도로이탈,안전운전 의무 불이행,화물차,없음,5,774
2019-04-04 19:00:00+09,1,1,0,1,0,경기,안성시,차대차,정면충돌,중앙선 침범,이륜차,승용차,5,775
2019-04-04 19:00:00+09,1,0,0,0,0,경기,시흥시,차대사람,횡단중,안전운전 의무 불이행,이륜차,보행자,5,776
2019-04-04 23:00:00+09,1,0,0,0,0,전남,광양시,차대차,추돌,안전거리 미확보,화물차,화물차,2,777
2019-04-05 03:00:00+09,1,3,2,1,0,경기,남양주시,차대차,추돌,안전운전 의무 불이행,화물차,승용차,1,778
2019-04-05 12:00:00+09,1,0,0,0,0,경기,파주시,차대사람,횡단중,보행자 보호의무 위반,승용차,보행자,5,779
2019-04-05 13:00:00+09,1,1,0,1,0,경기,수원시,차량단독,전도,안전운전 의무 불이행,이륜차,없음,5,780
2019-04-05 14:00:00+09,1,16,0,1,15,경기,용인시,차대차,기타,안전거리 미확보,건설기계,승용차,5,781
2019-04-05 18:00:00+09,1,0,0,0,0,충북,충주시,차대사람,횡단중,안전운전 의무 불이행,승용차,보행자,5,782
2019-04-05 22:00:00+09,1,0,0,0,0,충남,서산시,차대차,기타,안전운전 의무 불이행,화물차,자전거,5,783
2019-04-05 23:00:00+09,1,0,0,0,0,경기,수원시,차대사람,횡단중,신호위반,특수차,보행자,3,784
2019-04-06 02:00:00+09,1,0,0,0,0,경기,고양시,차량단독,공작물충돌,안전운전 의무 불이행,이륜차,없음,5,785
2019-04-06 07:00:00+09,1,1,1,0,0,전북,군산시,차대차,추돌,안전운전 의무 불이행,승합차,화물차,6,786
2019-04-06 07:00:00+09,1,1,1,0,0,전남,해남군,차대차,추돌,안전운전 의무 불이행,승용차,농기계,5,787
2019-04-06 17:00:00+09,1,1,1,0,0,경북,포항시,차대차,측면충돌,안전운전 의무 불이행,승용차,이륜차,5,788
2019-04-06 19:00:00+09,1,1,0,1,0,전남,장성군,차대차,측면충돌,안전운전 의무 불이행,승합차,기타,5,789
2019-04-06 20:00:00+09,1,0,0,0,0,경기,양주시,차대사람,횡단중,안전운전 의무 불이행,승용차,보행자,1,790
2019-04-06 21:00:00+09,1,0,0,0,0,전북,익산시,차대사람,보도통행중,보행자 보호의무 위반,승합차,보행자,3,791
2019-04-06 21:00:00+09,1,3,2,1,0,울산,북구,차대차,기타,기타,승용차,승용차,1,792
2019-04-07 00:00:00+09,1,0,0,0,0,경남,진주시,차대사람,길가장자리구역통행중,안전운전 의무 불이행,화물차,보행자,5,793
2019-04-07 00:00:00+09,1,0,0,0,0,경남,김해시,차대사람,횡단중,안전운전 의무 불이행,승용차,보행자,1,794
2019-04-07 02:00:00+09,1,0,0,0,0,서울,성북구,차량단독,전도,안전운전 의무 불이행,이륜차,없음,5,795
2019-04-07 03:00:00+09,1,0,0,0,0,서울,강서구,차대사람,기타,안전운전 의무 불이행,승용차,보행자,5,796
2019-04-07 04:00:00+09,1,0,0,0,0,서울,양천구,차량단독,공작물충돌,안전운전 의무 불이행,화물차,없음,5,797
2019-04-07 05:00:00+09,1,2,1,1,0,경남,밀양시,차대차,추돌,안전운전 의무 불이행,승용차,화물차,5,798
2019-04-07 05:00:00+09,1,0,0,0,0,충북,청주시,차대사람,횡단중,안전운전 의무 불이행,승용차,보행자,6,799
2019-04-07 10:00:00+09,1,2,1,1,0,경남,창원시,차대차,측면충돌,안전운전 의무 불이행,승용차,승용차,2,800
2019-04-07 14:00:00+09,1,0,0,0,0,경기,광주시,차량단독,도로이탈,안전운전 의무 불이행,이륜차,없음,5,801
2019-04-07 14:00:00+09,1,0,0,0,0,강원,철원군,차대차,측면충돌,교차로 통행방법 위반,승용차,이륜차,1,802
2019-04-07 20:00:00+09,1,0,0,0,0,서울,양천구,차대차,측면충돌,신호위반,승합차,이륜차,5,803
2019-04-08 03:00:00+09,1,0,0,0,0,대구,서구,차대사람,횡단중,안전운전 의무 불이행,화물차,보행자,3,804
2019-04-08 04:00:00+09,1,1,1,0,0,인천,부평구,차대차,기타,신호위반,승용차,이륜차,1,805
2019-04-08 05:00:00+09,1,0,0,0,0,경기,화성시,차대사람,횡단중,안전운전 의무 불이행,승용차,보행자,1,806
2019-04-08 06:00:00+09,1,0,0,0,0,경북,포항시,차대사람,횡단중,안전운전 의무 불이행,승합차,보행자,5,807
2019-04-08 06:00:00+09,1,0,0,0,0,경남,사천시,차대차,측면충돌,신호위반,이륜차,화물차,1,808
2019-04-08 10:00:00+09,1,0,0,0,0,충남,태안군,차량단독,공작물충돌,안전운전 의무 불이행,사륜오토바이(ATV),없음,5,809
2019-04-08 11:00:00+09,1,0,0,0,0,경기,부천시,차대차,측면충돌,교차로 통행방법 위반,자전거,승용차,1,810
2019-04-08 11:00:00+09,1,1,0,1,0,전남,고흥군,차대차,측면충돌,중앙선 침범,승용차,농기계,5,811
2019-04-08 11:00:00+09,1,4,0,4,0,경북,영덕군,차대차,정면충돌,중앙선 침범,승용차,화물차,5,812
2019-04-08 13:00:00+09,1,0,0,0,0,부산,동구,차대사람,기타,교차로 통행방법 위반,승용차,보행자,1,813
2019-04-08 20:00:00+09,1,0,0,0,0,대전,대덕구,차대사람,기타,안전운전 의무 불이행,승용차,보행자,1,814
2019-04-09 01:00:00+09,1,0,0,0,0,서울,동작구,차대사람,횡단중,안전운전 의무 불이행,승용차,보행자,5,815
2019-04-09 01:00:00+09,1,0,0,0,0,경기,안양시,차대차,추돌,과속,승용차,기타,5,816
2019-04-09 01:00:00+09,1,0,0,0,0,제주,제주시,차대사람,기타,안전운전 의무 불이행,승용차,보행자,5,817
2019-04-09 01:00:00+09,1,1,0,1,0,경기,남양주시,차대차,정면충돌,중앙선 침범,이륜차,승용차,5,818
2019-04-09 05:00:00+09,1,0,0,0,0,충남,아산시,차대사람,횡단중,안전운전 의무 불이행,승용차,보행자,1,819
2019-04-09 05:00:00+09,1,2,0,2,0,경북,상주시,차대차,정면충돌,신호위반,화물차,승합차,1,820
2019-04-09 10:00:00+09,1,0,0,0,0,경북,의성군,차량단독,전도,안전운전 의무 불이행,화물차,없음,5,821
2019-04-09 12:00:00+09,1,0,0,0,0,서울,관악구,차대차,측면충돌,안전운전 의무 불이행,화물차,이륜차,1,822
2019-04-09 13:00:00+09,1,2,1,1,0,경북,안동시,차대차,정면충돌,중앙선 침범,화물차,특수차,5,823
2019-04-09 16:00:00+09,1,0,0,0,0,충남,태안군,차량단독,기타,안전운전 의무 불이행,사륜오토바이(ATV),없음,5,824
2019-04-09 18:00:00+09,1,0,0,0,0,강원,동해시,차대사람,횡단중,보행자 보호의무 위반,승용차,보행자,2,825
2019-04-09 20:00:00+09,1,0,0,0,0,인천,미추홀구,차대사람,횡단중,보행자 보호의무 위반,승합차,보행자,2,826
2019-04-09 21:00:00+09,1,0,0,0,0,경기,평택시,차대사람,차도통행중,안전운전 의무 불이행,승용차,보행자,5,827
2019-04-09 21:00:00+09,1,4,2,2,0,충북,단양군,차대차,추돌,안전운전 의무 불이행,화물차,승용차,5,828
2019-04-09 23:00:00+09,1,0,0,0,0,경남,김해시,차대사람,횡단중,안전운전 의무 불이행,승용차,보행자,2,829
2019-04-09 23:00:00+09,1,0,0,0,0,제주,제주시,차대사람,횡단중,과속,승용차,보행자,2,830
2019-04-10 00:00:00+09,1,0,0,0,0,경기,광명시,차량단독,공작물충돌,안전운전 의무 불이행,승용차,없음,1,831
2019-04-10 06:00:00+09,1,0,0,0,0,충남,공주시,차량단독,공작물충돌,안전운전 의무 불이행,승합차,없음,2,832
2019-04-10 10:00:00+09,1,0,0,0,0,전남,나주시,차대차,측면충돌,기타,건설기계,승용차,2,833
2019-04-10 15:00:00+09,1,0,0,0,0,전남,완도군,차대차,측면충돌,중앙선 침범,승용차,건설기계,5,834
2019-04-10 17:00:00+09,1,2,0,2,0,경기,시흥시,차대차,기타,안전운전 의무 불이행,화물차,승용차,5,835
2019-04-10 19:00:00+09,1,0,0,0,0,전남,고흥군,차량단독,전도,안전운전 의무 불이행,농기계,없음,5,836
2019-04-11 00:00:00+09,1,0,0,0,0,제주,제주시,차량단독,공작물충돌,안전운전 의무 불이행,승용차,없음,1,837
2019-04-11 02:00:00+09,1,0,0,0,0,경북,칠곡군,차대차,기타,안전운전 의무 불이행,승용차,화물차,5,838
2019-04-11 06:00:00+09,2,0,0,0,0,전남,고흥군,차대차,정면충돌,신호위반,건설기계,화물차,1,839
2019-04-11 14:00:00+09,1,0,0,0,0,충북,증평군,차대사람,횡단중,보행자 보호의무 위반,화물차,보행자,1,840
2019-04-11 16:00:00+09,1,0,0,0,0,강원,정선군,차량단독,공작물충돌,안전운전 의무 불이행,화물차,없음,2,841
2019-04-11 17:00:00+09,1,2,1,1,0,전북,무주군,차대차,측면충돌,신호위반,원동기장치자전거,승합차,1,842
2019-04-11 17:00:00+09,1,0,0,0,0,경북,성주군,차대차,측면충돌,안전운전 의무 불이행,이륜차,화물차,1,843
2019-04-11 19:00:00+09,1,0,0,0,0,경기,시흥시,차대차,정면충돌,안전운전 의무 불이행,승용차,화물차,5,844
2019-04-11 21:00:00+09,1,0,0,0,0,서울,서대문구,차대사람,횡단중,안전운전 의무 불이행,승합차,보행자,5,845
2019-04-11 23:00:00+09,1,0,0,0,0,경기,성남시,차대사람,횡단중,보행자 보호의무 위반,승용차,보행자,3,846
2019-04-12 02:00:00+09,1,2,0,2,0,경기,하남시,차대차,추돌,안전운전 의무 불이행,화물차,특수차,5,847
2019-04-12 08:00:00+09,1,0,0,0,0,경기,시흥시,차대차,측면충돌,신호위반,승용차,화물차,1,848
2019-04-12 10:00:00+09,1,0,0,0,0,경남,사천시,차량단독,도로이탈,안전운전 의무 불이행,건설기계,없음,2,849
2019-04-12 11:00:00+09,1,4,3,1,0,전남,나주시,차대차,측면충돌,안전거리 미확보,승용차,화물차,5,850
2019-04-12 13:00:00+09,1,1,1,0,0,강원,홍천군,차량단독,공작물충돌,안전운전 의무 불이행,승용차,없음,5,851
2019-04-12 16:00:00+09,1,0,0,0,0,강원,홍천군,차대차,측면충돌,교차로 통행방법 위반,승용차,자전거,1,852
2019-04-12 18:00:00+09,1,0,0,0,0,서울,강서구,차대차,측면충돌,안전거리 미확보,화물차,이륜차,5,853
2019-04-12 18:00:00+09,1,0,0,0,0,충남,천안시,차대차,측면충돌,안전운전 의무 불이행,자전거,승용차,5,854
2019-04-12 19:00:00+09,1,0,0,0,0,전남,곡성군,차대사람,기타,안전운전 의무 불이행,승합차,보행자,5,855
2019-04-12 20:00:00+09,1,0,0,0,0,경남,창원시,차대사람,차도통행중,신호위반,승합차,보행자,1,856
2019-04-12 21:00:00+09,1,0,0,0,0,경남,진주시,차대차,측면충돌,안전운전 의무 불이행,승용차,이륜차,1,857
2019-04-12 22:00:00+09,1,3,1,2,0,경기,이천시,차대차,추돌,안전운전 의무 불이행,승용차,승용차,5,858
2019-04-13 02:00:00+09,1,0,0,0,0,충북,진천군,차대차,추돌,안전운전 의무 불이행,승용차,자전거,5,859
2019-04-13 09:00:00+09,1,3,1,2,0,전북,완주군,차대차,측면충돌,교차로 통행방법 위반,승용차,승용차,1,860
2019-04-13 10:00:00+09,1,2,2,0,0,경남,합천군,차대차,정면충돌,중앙선 침범,승용차,화물차,5,861
2019-04-13 14:00:00+09,1,3,2,0,1,경북,칠곡군,차대차,추돌,안전운전 의무 불이행,승용차,건설기계,5,862
2019-04-13 15:00:00+09,1,0,0,0,0,경기,양주시,차대차,기타,과속,승용차,자전거,5,863
2019-04-13 19:00:00+09,1,0,0,0,0,부산,부산진구,차대사람,차도통행중,안전운전 의무 불이행,승용차,보행자,5,864
2019-04-13 21:00:00+09,1,1,1,0,0,강원,속초시,차대사람,횡단중,신호위반,이륜차,보행자,3,865
2019-04-14 00:00:00+09,1,0,0,0,0,서울,강북구,차대사람,횡단중,안전운전 의무 불이행,이륜차,보행자,5,866
2019-04-14 11:00:00+09,1,0,0,0,0,충남,천안시,차대차,기타,신호위반,이륜차,승합차,1,867
2019-04-14 13:00:00+09,1,0,0,0,0,경기,파주시,차대차,정면충돌,안전운전 의무 불이행,승용차,이륜차,2,868
2019-04-14 14:00:00+09,1,2,1,1,0,경기,여주시,차대차,추돌,안전운전 의무 불이행,승용차,승용차,5,869
2019-04-14 14:00:00+09,1,0,0,0,0,충남,논산시,차량단독,공작물충돌,안전운전 의무 불이행,이륜차,없음,2,870
2019-04-14 15:00:00+09,1,0,0,0,0,충남,논산시,차량단독,공작물충돌,안전운전 의무 불이행,화물차,없음,5,871
2019-04-14 20:00:00+09,1,2,1,1,0,경남,진주시,차대차,측면충돌,신호위반,원동기장치자전거,승용차,1,872
2019-04-14 22:00:00+09,1,1,1,0,0,부산,북구,차대차,측면충돌,기타,승용차,이륜차,5,873
2019-04-14 22:00:00+09,1,0,0,0,0,경남,하동군,차대사람,기타,안전운전 의무 불이행,승용차,보행자,5,874
2019-04-14 22:00:00+09,1,0,0,0,0,인천,남동구,차대사람,차도통행중,과속,승용차,보행자,5,875
2019-04-14 23:00:00+09,1,1,1,0,0,경남,함안군,차량단독,도로이탈,안전운전 의무 불이행,이륜차,없음,5,876
2019-04-15 01:00:00+09,2,0,0,0,0,대구,동구,차량단독,공작물충돌,안전운전 의무 불이행,승용차,없음,1,877
2019-04-15 07:00:00+09,1,0,0,0,0,인천,서구,차대차,추돌,안전운전 의무 불이행,화물차,승용차,5,878
2019-04-15 07:00:00+09,1,2,1,1,0,울산,중구,차대차,추돌,안전운전 의무 불이행,승용차,이륜차,5,879
2019-04-15 08:00:00+09,1,0,0,0,0,경남,남해군,차대차,측면충돌,안전운전 의무 불이행,자전거,화물차,5,880
2019-04-15 15:00:00+09,1,2,0,2,0,경기,이천시,차대차,정면충돌,중앙선 침범,승용차,승합차,5,881
2019-04-15 18:00:00+09,1,1,1,0,0,경북,안동시,차량단독,기타,안전운전 의무 불이행,승용차,없음,5,882
2019-04-15 21:00:00+09,1,0,0,0,0,충남,당진시,차량단독,전복,안전운전 의무 불이행,특수차,없음,5,883
2019-04-15 23:00:00+09,1,0,0,0,0,대전,유성구,차대사람,횡단중,안전운전 의무 불이행,승용차,보행자,5,884
2019-04-16 06:00:00+09,1,2,1,1,0,경남,거창군,차대차,측면충돌,신호위반,승용차,화물차,1,885
2019-04-16 07:00:00+09,1,0,0,0,0,경기,수원시,차대사람,횡단중,보행자 보호의무 위반,승합차,보행자,3,886
2019-04-16 07:00:00+09,1,0,0,0,0,충남,부여군,차대차,측면충돌,안전운전 의무 불이행,승용차,화물차,5,887
2019-04-16 10:00:00+09,1,0,0,0,0,충북,청주시,차대사람,차도통행중,안전운전 의무 불이행,승용차,보행자,6,888
2019-04-16 11:00:00+09,1,0,0,0,0,경북,경주시,차량단독,전복,안전운전 의무 불이행,이륜차,없음,5,889
2019-04-16 11:00:00+09,1,0,0,0,0,경남,창녕군,차대차,측면충돌,안전운전 의무 불이행,승용차,이륜차,2,890
2019-04-16 12:00:00+09,1,0,0,0,0,경기,광주시,차대사람,횡단중,보행자 보호의무 위반,승용차,보행자,5,891
2019-04-16 15:00:00+09,1,2,1,1,0,전남,장흥군,차대차,정면충돌,중앙선 침범,화물차,건설기계,5,892
2019-04-16 15:00:00+09,1,0,0,0,0,전남,고흥군,차량단독,공작물충돌,안전운전 의무 불이행,승용차,없음,1,893
2019-04-16 15:00:00+09,1,0,0,0,0,전남,해남군,차량단독,도로이탈,안전운전 의무 불이행,화물차,없음,5,894
2019-04-16 15:00:00+09,2,3,2,1,0,경북,포항시,차대차,측면충돌,신호위반,승용차,승용차,1,895
2019-04-16 17:00:00+09,1,0,0,0,0,경기,안성시,차량단독,전도,안전운전 의무 불이행,사륜오토바이(ATV),없음,5,896
2019-04-16 19:00:00+09,1,0,0,0,0,경북,포항시,차대사람,횡단중,안전운전 의무 불이행,승용차,보행자,5,897
2019-04-16 19:00:00+09,1,0,0,0,0,경남,창원시,차대사람,보도통행중,안전운전 의무 불이행,승용차,보행자,5,898
2019-04-16 21:00:00+09,1,0,0,0,0,강원,원주시,차대사람,차도통행중,안전운전 의무 불이행,화물차,보행자,5,899
2019-04-16 22:00:00+09,1,0,0,0,0,경기,안성시,차대사람,기타,안전운전 의무 불이행,승용차,보행자,5,900
2019-04-17 05:00:00+09,1,0,0,0,0,경남,통영시,차대사람,횡단중,과속,승용차,보행자,3,901
2019-04-17 08:00:00+09,1,0,0,0,0,부산,해운대구,차대차,측면충돌,안전운전 의무 불이행,이륜차,건설기계,5,902
2019-04-17 22:00:00+09,1,0,0,0,0,울산,남구,차대사람,횡단중,안전운전 의무 불이행,승합차,보행자,2,904
2019-04-18 00:00:00+09,1,0,0,0,0,경기,남양주시,차량단독,전도,안전운전 의무 불이행,승용차,없음,5,905
2019-04-18 04:00:00+09,1,0,0,0,0,충남,천안시,차대사람,기타,안전운전 의무 불이행,승합차,보행자,2,906
2019-04-18 07:00:00+09,1,0,0,0,0,충남,금산군,차대차,측면충돌,안전운전 의무 불이행,화물차,이륜차,1,907
2019-04-18 07:00:00+09,1,1,1,0,0,제주,제주시,차대차,측면충돌,신호위반,화물차,화물차,1,908
2019-04-18 08:00:00+09,1,0,0,0,0,충북,진천군,차량단독,전도,안전운전 의무 불이행,이륜차,없음,5,909
2019-04-18 10:00:00+09,1,0,0,0,0,강원,원주시,차대사람,횡단중,안전운전 의무 불이행,승용차,보행자,2,910
2019-04-18 10:00:00+09,1,2,2,0,0,경남,밀양시,차대차,측면충돌,과속,승용차,승용차,1,911
2019-04-18 13:00:00+09,1,0,0,0,0,전남,해남군,차대차,측면충돌,교차로 통행방법 위반,사륜오토바이(ATV),화물차,1,912
2019-04-18 17:00:00+09,1,0,0,0,0,경기,고양시,차대차,추돌,안전운전 의무 불이행,이륜차,화물차,2,913
2019-04-18 23:00:00+09,1,0,0,0,0,강원,인제군,차량단독,공작물충돌,과속,화물차,없음,4,914
2019-04-19 00:00:00+09,1,0,0,0,0,울산,울주군,차대사람,기타,안전운전 의무 불이행,승용차,보행자,7,915
2019-04-19 03:00:00+09,2,0,0,0,0,경기,시흥시,차대차,정면충돌,안전운전 의무 불이행,승용차,승용차,1,916
2019-04-19 05:00:00+09,1,2,1,1,0,경북,상주시,차대차,정면충돌,중앙선 침범,승용차,화물차,5,917
2019-04-19 05:00:00+09,1,2,0,2,0,경기,부천시,차대차,추돌,안전거리 미확보,화물차,화물차,5,918
2019-04-19 06:00:00+09,1,0,0,0,0,경기,남양주시,차대사람,차도통행중,안전운전 의무 불이행,건설기계,보행자,1,919
2019-04-19 11:00:00+09,2,0,0,0,0,전북,익산시,차대차,측면충돌,안전운전 의무 불이행,이륜차,건설기계,5,920
2019-04-19 11:00:00+09,1,3,1,0,2,경북,포항시,차대차,측면충돌,신호위반,이륜차,승용차,1,921
2019-04-19 15:00:00+09,1,0,0,0,0,대전,서구,차대차,기타,신호위반,승용차,자전거,3,922
2019-04-19 16:00:00+09,1,4,3,0,1,경북,경주시,차량단독,공작물충돌,안전운전 의무 불이행,승용차,없음,5,923
2019-04-19 18:00:00+09,1,0,0,0,0,강원,원주시,차대차,측면충돌,안전운전 의무 불이행,이륜차,화물차,1,924
2019-04-19 21:00:00+09,1,0,0,0,0,광주,북구,차대사람,횡단중,안전운전 의무 불이행,승용차,보행자,3,925
2019-04-19 22:00:00+09,1,0,0,0,0,전남,고흥군,차대차,추돌,안전운전 의무 불이행,화물차,승합차,5,926
2019-04-19 23:00:00+09,1,0,0,0,0,부산,금정구,차대사람,기타,안전운전 의무 불이행,화물차,보행자,5,927
2019-04-20 00:00:00+09,1,0,0,0,0,경기,성남시,차대사람,횡단중,안전운전 의무 불이행,승용차,보행자,5,928
2019-04-20 01:00:00+09,1,0,0,0,0,서울,성동구,차량단독,공작물충돌,안전운전 의무 불이행,이륜차,없음,5,929
2019-04-20 03:00:00+09,1,0,0,0,0,강원,강릉시,차대사람,횡단중,안전운전 의무 불이행,승용차,보행자,1,930
2019-04-20 08:00:00+09,1,0,0,0,0,경북,영덕군,차량단독,전도,안전운전 의무 불이행,특수차,없음,5,931
2019-04-20 09:00:00+09,1,0,0,0,0,전북,전주시,차대사람,차도통행중,중앙선 침범,승용차,보행자,5,932
2019-04-20 15:00:00+09,1,1,1,0,0,경기,남양주시,차량단독,기타,안전운전 의무 불이행,승용차,없음,5,933
2019-04-20 19:00:00+09,1,0,0,0,0,충북,제천시,차대사람,횡단중,안전운전 의무 불이행,승용차,보행자,6,934
2019-04-20 21:00:00+09,1,0,0,0,0,세종,세종시,차대차,추돌,안전운전 의무 불이행,승합차,이륜차,5,935
2019-04-20 21:00:00+09,1,0,0,0,0,제주,서귀포시,차량단독,공작물충돌,안전운전 의무 불이행,승용차,없음,5,936
2019-04-21 03:00:00+09,1,5,1,4,0,서울,영등포구,차량단독,공작물충돌,안전운전 의무 불이행,승합차,없음,5,937
2019-04-21 03:00:00+09,1,0,0,0,0,충북,충주시,차량단독,공작물충돌,안전운전 의무 불이행,승용차,없음,2,938
2019-04-21 06:00:00+09,1,1,1,0,0,전남,영광군,차대차,추돌,안전운전 의무 불이행,화물차,농기계,5,939
2019-04-21 15:00:00+09,1,0,0,0,0,충북,청주시,차대차,측면충돌,신호위반,승용차,자전거,3,940
2019-04-21 16:00:00+09,1,0,0,0,0,전남,무안군,차대사람,기타,안전운전 의무 불이행,승합차,보행자,2,941
2019-04-21 18:00:00+09,1,0,0,0,0,전북,진안군,차량단독,도로이탈,안전운전 의무 불이행,이륜차,없음,5,942
2019-04-22 08:00:00+09,1,0,0,0,0,경기,하남시,차대사람,기타,신호위반,승용차,보행자,2,943
2019-04-22 08:00:00+09,1,0,0,0,0,제주,제주시,차대차,측면충돌,기타,이륜차,승용차,1,944
2019-04-22 11:00:00+09,1,1,0,1,0,충남,당진시,차대차,추돌,안전운전 의무 불이행,화물차,화물차,5,945
2019-04-22 12:00:00+09,1,0,0,0,0,전북,전주시,차대사람,횡단중,과속,승용차,보행자,5,946
2019-04-22 14:00:00+09,1,0,0,0,0,충북,충주시,차량단독,도로이탈,안전운전 의무 불이행,농기계,없음,4,947
2019-04-22 15:00:00+09,2,1,0,1,0,경남,밀양시,차대차,측면충돌,교차로 통행방법 위반,화물차,승용차,1,948
2019-04-22 22:00:00+09,1,0,0,0,0,경기,의정부시,차대사람,기타,과속,승용차,보행자,5,949
2019-04-23 10:00:00+09,1,0,0,0,0,경기,부천시,차대차,측면충돌,신호위반,자전거,승용차,1,950
2019-04-23 14:00:00+09,1,0,0,0,0,전남,광양시,차량단독,도로이탈,안전운전 의무 불이행,화물차,없음,5,951
2019-04-23 20:00:00+09,1,0,0,0,0,충남,천안시,차대사람,차도통행중,안전운전 의무 불이행,승합차,보행자,5,952
2019-04-24 01:00:00+09,1,0,0,0,0,서울,중랑구,차대사람,횡단중,안전운전 의무 불이행,승용차,보행자,5,953
2019-04-24 13:00:00+09,1,5,1,4,0,인천,서구,차대차,측면충돌,기타,승용차,승합차,1,954
2019-04-24 14:00:00+09,1,0,0,0,0,대구,동구,차대차,기타,안전운전 의무 불이행,화물차,사륜오토바이(ATV),8,955
2019-04-24 17:00:00+09,1,1,0,1,0,인천,부평구,차대차,추돌,안전운전 의무 불이행,화물차,화물차,5,956
2019-05-05 16:00:00+09,1,0,0,0,0,전북,남원시,차대차,측면충돌,과속,승용차,이륜차,1,1065
2019-04-24 17:00:00+09,1,0,0,0,0,인천,서구,차대사람,횡단중,중앙선 침범,승합차,보행자,5,957
2019-04-24 19:00:00+09,1,0,0,0,0,강원,강릉시,차대사람,횡단중,안전운전 의무 불이행,화물차,보행자,5,958
2019-04-24 20:00:00+09,1,0,0,0,0,전북,익산시,차대사람,차도통행중,안전운전 의무 불이행,승용차,보행자,5,959
2019-04-25 04:00:00+09,1,1,0,1,0,강원,홍천군,차량단독,공작물충돌,안전운전 의무 불이행,승용차,없음,5,960
2019-04-25 05:00:00+09,1,0,0,0,0,경기,수원시,차량단독,기타,안전운전 의무 불이행,이륜차,없음,5,961
2019-04-25 05:00:00+09,1,0,0,0,0,경남,사천시,차대사람,횡단중,안전운전 의무 불이행,승용차,보행자,5,962
2019-04-25 06:00:00+09,1,0,0,0,0,전남,무안군,차량단독,도로이탈,안전운전 의무 불이행,승용차,없음,5,963
2019-04-25 10:00:00+09,1,0,0,0,0,경북,군위군,차대차,기타,안전운전 의무 불이행,이륜차,화물차,5,964
2019-04-25 10:00:00+09,1,2,2,0,0,인천,중구,차대차,정면충돌,신호위반,승용차,화물차,1,965
2019-04-25 11:00:00+09,1,0,0,0,0,경남,창녕군,차대사람,기타,안전운전 의무 불이행,화물차,보행자,5,966
2019-04-25 19:00:00+09,1,0,0,0,0,충남,공주시,차대사람,기타,안전운전 의무 불이행,승용차,보행자,2,967
2019-04-25 22:00:00+09,1,0,0,0,0,경북,안동시,차량단독,공작물충돌,안전운전 의무 불이행,승용차,없음,5,968
2019-04-26 08:00:00+09,1,0,0,0,0,전북,부안군,차대사람,기타,안전운전 의무 불이행,화물차,보행자,4,969
2019-04-26 08:00:00+09,1,0,0,0,0,제주,서귀포시,차대사람,기타,안전운전 의무 불이행,화물차,보행자,5,970
