발생일시,사망자수,부상자수,중상자수,경상자수,부상신고자수,시도,시군구,사고유형_대분류,사고유형_중분류,가해자법규위반,가해자_당사자종별,피해자_당사자종별,도로형태id,사고id
2019-01-01 00:00:00+09,1,0,0,0,0,부산,해운대구,차대사람,기타,중앙선 침범,승용차,보행자,1,1
2019-01-01 16:00:00+09,1,0,0,0,0,경북,청도군,차대차,측면충돌,안전운전 의무 불이행,승용차,사륜오토바이(ATV),5,2
2019-01-01 19:00:00+09,1,0,0,0,0,대전,서구,차대사람,횡단중,안전운전 의무 불이행,승용차,보행자,2,3
2019-01-02 03:00:00+09,1,1,1,0,0,충북,충주시,차대차,추돌,안전운전 의무 불이행,특수차,화물차,2,4
2019-01-01 03:00:00+09,1,0,0,0,0,경기,안산시,차대차,정면충돌,중앙선 침범,승용차,승용차,5,5
2019-01-01 21:00:00+09,1,0,0,0,0,경북,영천시,차대사람,기타,안전운전 의무 불이행,승용차,보행자,5,6
2019-01-02 06:00:00+09,1,0,0,0,0,인천,계양구,차대차,기타,안전운전 의무 불이행,승용차,기타,5,7
2019-01-02 10:00:00+09,1,0,0,0,0,서울,중구,차대사람,횡단중,안전운전 의무 불이행,건설기계,보행자,5,8
2019-01-02 10:00:00+09,1,0,0,0,0,경기,광주시,차대차,측면충돌,중앙선 침범,자전거,승용차,2,9
2019-01-02 15:00:00+09,1,0,0,0,0,충남,서천군,차량단독,전도,안전운전 의무 불이행,화물차,없음,5,10
2019-01-02 16:00:00+09,1,0,0,0,0,전북,전주시,차대사람,횡단중,안전운전 의무 불이행,승용차,보행자,5,11
2019-01-02 18:00:00+09,1,0,0,0,0,전북,정읍시,차대차,추돌,안전운전 의무 불이행,승용차,자전거,5,12
2019-01-02 18:00:00+09,1,0,0,0,0,경남,김해시,차대차,추돌,안전운전 의무 불이행,화물차,자전거,5,13
2019-01-02 19:00:00+09,1,0,0,0,0,경기,평택시,차대사람,기타,안전운전 의무 불이행,승용차,보행자,5,14
2019-01-02 23:00:00+09,1,0,0,0,0,경남,거제시,차대사람,기타,안전운전 의무 불이행,승용차,보행자,1,15
2019-01-03 03:00:00+09,1,0,0,0,0,전남,영암군,차량단독,공작물충돌,중앙선 침범,승용차,없음,5,16
2019-01-03 07:00:00+09,1,0,0,0,0,울산,울주군,차량단독,도로이탈,안전운전 의무 불이행,승용차,없음,5,17
2019-01-03 12:00:00+09,1,1,0,1,0,서울,노원구,차대사람,기타,안전운전 의무 불이행,화물차,보행자,5,18
2019-01-03 17:00:00+09,1,0,0,0,0,서울,중구,차대사람,횡단중,안전운전 의무 불이행,승합차,보행자,5,19
2019-01-03 20:00:00+09,1,0,0,0,0,충남,공주시,차대차,정면충돌,신호위반,이륜차,화물차,5,20
2019-01-04 05:00:00+09,1,0,0,0,0,경기,안산시,차대차,기타,신호위반,자전거,승용차,3,21
2019-01-04 07:00:00+09,1,0,0,0,0,대구,달서구,차대사람,횡단중,안전운전 의무 불이행,화물차,보행자,5,22
2019-01-04 08:00:00+09,1,0,0,0,0,경북,칠곡군,차대차,기타,안전운전 의무 불이행,건설기계,승용차,5,23
2019-01-04 10:00:00+09,1,0,0,0,0,경기,평택시,차대차,정면충돌,신호위반,화물차,승용차,1,24
2019-01-04 15:00:00+09,1,0,0,0,0,경기,여주시,차대사람,횡단중,안전운전 의무 불이행,화물차,보행자,2,25
2019-01-05 01:00:00+09,1,0,0,0,0,경기,안성시,차대사람,기타,안전운전 의무 불이행,승용차,보행자,5,26
2019-01-05 01:00:00+09,1,0,0,0,0,전북,전주시,차량단독,공작물충돌,안전운전 의무 불이행,승용차,없음,6,27
2019-01-05 02:00:00+09,1,0,0,0,0,강원,평창군,차대사람,차도통행중,안전운전 의무 불이행,승용차,보행자,5,28
2019-01-05 04:00:00+09,1,0,0,0,0,부산,사하구,차대사람,횡단중,안전운전 의무 불이행,승용차,보행자,5,29
2019-01-05 08:00:00+09,1,1,0,1,0,대구,동구,차대차,측면충돌,안전운전 의무 불이행,화물차,화물차,4,30
2019-01-05 17:00:00+09,1,1,0,1,0,전남,순천시,차대차,추돌,안전운전 의무 불이행,화물차,화물차,5,31
2019-01-06 04:00:00+09,1,0,0,0,0,전북,완주군,차량단독,도로이탈,안전운전 의무 불이행,승용차,없음,5,32
2019-01-06 05:00:00+09,1,1,1,0,0,인천,남동구,차대사람,기타,안전운전 의무 불이행,승용차,보행자,2,33
2019-01-06 12:00:00+09,1,0,0,0,0,대구,달성군,차대차,측면충돌,과속,이륜차,특수차,1,34
2019-01-06 14:00:00+09,1,3,2,1,0,강원,횡성군,차대차,정면충돌,중앙선 침범,승용차,승용차,5,35
2019-01-06 15:00:00+09,1,0,0,0,0,충북,보은군,차량단독,전도,안전운전 의무 불이행,원동기장치자전거,없음,7,36
2019-01-06 15:00:00+09,1,2,1,1,0,전남,나주시,차대차,정면충돌,신호위반,화물차,승용차,1,37
2019-01-06 18:00:00+09,1,0,0,0,0,전북,김제시,차대사람,기타,안전운전 의무 불이행,승용차,보행자,5,38
2019-01-06 20:00:00+09,1,0,0,0,0,인천,연수구,차대사람,횡단중,안전운전 의무 불이행,승용차,보행자,5,39
2019-01-06 21:00:00+09,1,1,0,1,0,강원,원주시,차량단독,공작물충돌,안전운전 의무 불이행,승용차,없음,5,40
2019-01-07 05:00:00+09,1,0,0,0,0,경남,거제시,차대차,기타,신호위반,승합차,이륜차,1,41
2019-01-07 05:00:00+09,1,0,0,0,0,대구,수성구,차대사람,횡단중,안전운전 의무 불이행,화물차,보행자,5,42
2019-01-07 09:00:00+09,1,0,0,0,0,충남,홍성군,차대사람,횡단중,안전운전 의무 불이행,승용차,보행자,5,43
2019-01-07 18:00:00+09,1,0,0,0,0,대전,중구,차대사람,횡단중,안전운전 의무 불이행,승합차,보행자,1,44
2019-01-07 18:00:00+09,1,0,0,0,0,경기,고양시,차대차,측면충돌,안전운전 의무 불이행,승용차,이륜차,5,45
2019-01-07 20:00:00+09,1,1,0,1,0,경기,이천시,차대차,추돌,안전운전 의무 불이행,승용차,화물차,1,46
2019-01-08 02:00:00+09,1,0,0,0,0,경남,진주시,차량단독,도로이탈,안전운전 의무 불이행,승용차,없음,5,47
2019-01-08 04:00:00+09,1,0,0,0,0,서울,강서구,차대사람,횡단중,안전운전 의무 불이행,승용차,보행자,1,48
2019-01-08 05:00:00+09,1,0,0,0,0,인천,부평구,차대차,기타,안전운전 의무 불이행,승합차,이륜차,5,49
2019-01-08 14:00:00+09,1,0,0,0,0,부산,수영구,차대사람,기타,안전운전 의무 불이행,승용차,보행자,1,50
2019-01-08 14:00:00+09,1,0,0,0,0,충남,당진시,차대차,측면충돌,기타,자전거,건설기계,5,51
2019-01-08 16:00:00+09,1,0,0,0,0,경기,김포시,차대사람,횡단중,안전운전 의무 불이행,화물차,보행자,5,52
2019-01-08 17:00:00+09,1,0,0,0,0,울산,울주군,차대사람,횡단중,안전운전 의무 불이행,승용차,보행자,6,53
2019-01-08 18:00:00+09,1,0,0,0,0,경기,평택시,차대차,정면충돌,안전운전 의무 불이행,승용차,이륜차,1,54
2019-01-08 18:00:00+09,1,0,0,0,0,경기,양평군,차대사람,횡단중,안전운전 의무 불이행,승용차,보행자,1,55
2019-01-08 18:00:00+09,1,1,0,1,0,경남,양산시,차대사람,기타,안전운전 의무 불이행,승용차,보행자,2,56
2019-01-08 19:00:00+09,1,0,0,0,0,충남,홍성군,차대사람,차도통행중,과속,승용차,보행자,5,57
2019-01-08 21:00:00+09,1,1,0,0,1,경기,안성시,차대차,기타,안전운전 의무 불이행,화물차,이륜차,1,58
2019-01-09 06:00:00+09,1,0,0,0,0,충남,공주시,차대사람,기타,과속,승용차,보행자,5,59
2019-01-09 18:00:00+09,1,1,1,0,0,경기,화성시,차대사람,횡단중,안전운전 의무 불이행,화물차,보행자,5,60
2019-01-10 01:00:00+09,1,3,2,1,0,경기,용인시,차대사람,기타,안전운전 의무 불이행,화물차,보행자,5,61
2019-01-10 05:00:00+09,1,0,0,0,0,경북,경산시,차대사람,횡단중,안전운전 의무 불이행,승용차,보행자,7,62
2019-01-10 08:00:00+09,1,0,0,0,0,충남,아산시,차량단독,도로이탈,안전운전 의무 불이행,승용차,없음,5,63
2019-01-10 12:00:00+09,1,0,0,0,0,경북,영덕군,차량단독,공작물충돌,안전운전 의무 불이행,이륜차,없음,5,64
2019-01-10 14:00:00+09,1,0,0,0,0,경북,예천군,차대차,추돌,안전운전 의무 불이행,화물차,자전거,5,65
2019-01-10 15:00:00+09,1,0,0,0,0,전남,장흥군,차대차,측면충돌,기타,자전거,승용차,1,66
2019-01-10 16:00:00+09,1,0,0,0,0,경남,사천시,차대차,측면충돌,안전운전 의무 불이행,승용차,원동기장치자전거,5,67
2019-01-10 18:00:00+09,1,0,0,0,0,경기,고양시,차대사람,횡단중,보행자 보호의무 위반,화물차,보행자,1,68
2019-01-10 20:00:00+09,1,0,0,0,0,충북,충주시,차대차,기타,과속,승용차,승용차,4,69
2019-01-10 20:00:00+09,1,2,2,0,0,경북,상주시,차대차,측면충돌,신호위반,승용차,승용차,1,70
2019-01-10 23:00:00+09,1,0,0,0,0,충남,당진시,차대차,추돌,안전운전 의무 불이행,화물차,특수차,2,71
2019-01-11 05:00:00+09,1,1,0,1,0,경북,영천시,차대차,기타,안전운전 의무 불이행,특수차,화물차,5,72
2019-01-11 06:00:00+09,1,1,0,1,0,경기,양주시,차대차,측면충돌,신호위반,승용차,승용차,1,73
2019-01-11 07:00:00+09,1,0,0,0,0,경기,광주시,차대사람,차도통행중,보행자 보호의무 위반,화물차,보행자,2,74
2019-01-11 08:00:00+09,1,0,0,0,0,경기,고양시,차대사람,차도통행중,안전운전 의무 불이행,승용차,보행자,4,75
2019-01-11 14:00:00+09,1,0,0,0,0,충북,진천군,차대차,기타,안전운전 의무 불이행,화물차,원동기장치자전거,1,76
2019-01-11 15:00:00+09,1,0,0,0,0,충남,논산시,차대차,기타,안전운전 의무 불이행,화물차,이륜차,5,77
2019-01-11 17:00:00+09,2,0,0,0,0,제주,서귀포시,차대사람,기타,안전운전 의무 불이행,승용차,보행자,5,78
2019-01-11 22:00:00+09,1,1,0,1,0,경북,칠곡군,차대차,측면충돌,신호위반,화물차,승용차,1,79
2019-01-11 23:00:00+09,1,0,0,0,0,충남,천안시,차대사람,기타,안전운전 의무 불이행,승합차,보행자,5,80
2019-01-12 05:00:00+09,2,4,4,0,0,대구,달성군,차대차,측면충돌,신호위반,승용차,승합차,1,81
2019-01-12 05:00:00+09,1,0,0,0,0,경기,의정부시,차대차,추돌,안전운전 의무 불이행,승용차,건설기계,5,82
2019-01-12 06:00:00+09,1,0,0,0,0,경기,부천시,차대차,기타,안전운전 의무 불이행,승용차,자전거,3,83
2019-01-12 07:00:00+09,1,2,2,0,0,강원,원주시,차대차,정면충돌,중앙선 침범,승용차,화물차,5,84
2019-01-12 09:00:00+09,1,0,0,0,0,경기,고양시,차대차,측면충돌,안전운전 의무 불이행,이륜차,건설기계,5,85
2019-01-12 11:00:00+09,1,0,0,0,0,경북,안동시,차대사람,길가장자리구역통행중,과속,승용차,보행자,5,86
2019-01-12 12:00:00+09,1,4,3,1,0,경기,광주시,차대차,추돌,안전운전 의무 불이행,건설기계,승용차,8,87
2019-01-12 20:00:00+09,1,0,0,0,0,경기,화성시,차대사람,기타,안전운전 의무 불이행,승용차,보행자,5,88
2019-01-12 20:00:00+09,1,3,0,3,0,경기,화성시,차대차,정면충돌,중앙선 침범,승용차,승합차,5,89
2019-01-12 21:00:00+09,1,0,0,0,0,경기,김포시,차대사람,차도통행중,안전운전 의무 불이행,승용차,보행자,5,90
2019-01-12 22:00:00+09,1,0,0,0,0,인천,남동구,차대사람,횡단중,안전운전 의무 불이행,승합차,보행자,1,91
2019-01-13 05:00:00+09,1,0,0,0,0,충북,충주시,차대사람,기타,안전운전 의무 불이행,승용차,보행자,5,92
2019-01-13 05:00:00+09,1,7,4,3,0,경기,하남시,차대차,추돌,안전운전 의무 불이행,승용차,화물차,5,93
2019-01-13 07:00:00+09,1,0,0,0,0,충남,금산군,차대사람,차도통행중,안전운전 의무 불이행,화물차,보행자,5,94
2019-01-13 08:00:00+09,1,0,0,0,0,경기,김포시,차대차,추돌,안전운전 의무 불이행,승용차,특수차,4,95
2019-01-13 11:00:00+09,1,0,0,0,0,충남,서산시,차량단독,도로이탈,안전운전 의무 불이행,자전거,없음,2,96
2019-01-13 11:00:00+09,1,0,0,0,0,경기,남양주시,차대사람,기타,안전운전 의무 불이행,승용차,보행자,5,97
2019-01-13 17:00:00+09,1,0,0,0,0,인천,부평구,차대사람,횡단중,안전운전 의무 불이행,승용차,보행자,5,98
2019-01-13 18:00:00+09,1,0,0,0,0,전남,진도군,차량단독,기타,안전운전 의무 불이행,농기계,없음,5,99
2019-01-13 21:00:00+09,1,0,0,0,0,인천,중구,차량단독,공작물충돌,안전운전 의무 불이행,승용차,없음,1,100
2019-01-14 00:00:00+09,1,1,1,0,0,경기,시흥시,차대차,기타,안전운전 의무 불이행,이륜차,승용차,5,101
2019-01-14 04:00:00+09,1,0,0,0,0,경북,문경시,차량단독,공작물충돌,안전운전 의무 불이행,승용차,없음,1,102
2019-01-14 05:00:00+09,1,1,1,0,0,충북,영동군,차대차,추돌,안전운전 의무 불이행,화물차,특수차,5,103
2019-01-14 05:00:00+09,2,2,2,0,0,경북,김천시,차대차,추돌,기타,화물차,화물차,9,104
2019-01-14 07:00:00+09,1,0,0,0,0,경기,김포시,차대차,추돌,안전운전 의무 불이행,이륜차,건설기계,4,105
2019-01-14 07:00:00+09,1,0,0,0,0,대전,대덕구,차대차,기타,신호위반,화물차,자전거,2,106
2019-01-14 11:00:00+09,1,0,0,0,0,강원,삼척시,차대사람,횡단중,안전운전 의무 불이행,승용차,보행자,3,107
2019-01-14 11:00:00+09,1,0,0,0,0,전남,순천시,차량단독,전도,안전운전 의무 불이행,화물차,없음,5,108
2019-01-14 14:00:00+09,1,0,0,0,0,충남,논산시,차대차,측면충돌,안전운전 의무 불이행,승용차,이륜차,1,109
2019-01-14 15:00:00+09,1,0,0,0,0,강원,횡성군,차량단독,공작물충돌,안전운전 의무 불이행,승용차,없음,5,110
2019-01-14 17:00:00+09,1,0,0,0,0,서울,구로구,차대사람,횡단중,안전운전 의무 불이행,승용차,보행자,1,111
2019-01-14 17:00:00+09,1,0,0,0,0,경북,영덕군,차량단독,도로이탈,안전운전 의무 불이행,사륜오토바이(ATV),없음,5,112
2019-01-14 19:00:00+09,1,0,0,0,0,충남,서천군,차량단독,도로이탈,안전운전 의무 불이행,농기계,없음,4,113
2019-01-15 02:00:00+09,2,0,0,0,0,경기,평택시,차량단독,공작물충돌,안전운전 의무 불이행,화물차,없음,5,114
2019-01-15 04:00:00+09,1,0,0,0,0,대전,동구,차량단독,공작물충돌,안전운전 의무 불이행,승용차,없음,7,115
2019-01-15 07:00:00+09,1,0,0,0,0,경기,광명시,차대차,추돌,안전운전 의무 불이행,건설기계,이륜차,5,116
2019-01-15 15:00:00+09,1,0,0,0,0,강원,홍천군,차량단독,공작물충돌,안전운전 의무 불이행,승용차,없음,5,117
2019-01-15 21:00:00+09,1,2,0,2,0,경기,화성시,차대차,측면충돌,중앙선 침범,화물차,승용차,5,118
2019-01-15 22:00:00+09,1,0,0,0,0,충북,청주시,차대사람,횡단중,과속,승용차,보행자,3,119
2019-01-15 23:00:00+09,1,0,0,0,0,충남,천안시,차량단독,공작물충돌,안전운전 의무 불이행,승용차,없음,5,120
2019-01-16 04:00:00+09,1,0,0,0,0,서울,성동구,차량단독,기타,안전운전 의무 불이행,승용차,없음,2,121
2019-01-16 04:00:00+09,1,2,0,2,0,부산,기장군,차대차,추돌,안전운전 의무 불이행,승용차,승용차,5,122
2019-01-16 06:00:00+09,1,1,0,1,0,경기,김포시,차대차,추돌,안전운전 의무 불이행,화물차,화물차,5,123
2019-01-16 09:00:00+09,1,0,0,0,0,전남,영암군,차대차,추돌,안전운전 의무 불이행,화물차,화물차,5,124
2019-01-16 09:00:00+09,1,0,0,0,0,경기,고양시,차량단독,기타,안전운전 의무 불이행,이륜차,없음,5,125
2019-01-16 11:00:00+09,1,0,0,0,0,전남,진도군,차량단독,기타,기타,화물차,없음,5,126
2019-01-16 14:00:00+09,1,0,0,0,0,인천,중구,차대사람,횡단중,안전운전 의무 불이행,화물차,보행자,2,127
2019-01-16 19:00:00+09,1,0,0,0,0,경남,창원시,차대사람,기타,안전운전 의무 불이행,승용차,보행자,5,128
2019-01-16 20:00:00+09,1,0,0,0,0,경남,고성군,차대차,정면충돌,안전운전 의무 불이행,화물차,화물차,5,129
2019-01-16 21:00:00+09,1,4,0,3,1,전남,화순군,차량단독,도로이탈,과속,승용차,없음,5,130
2019-01-16 22:00:00+09,1,0,0,0,0,서울,강남구,차대사람,횡단중,안전운전 의무 불이행,승용차,보행자,5,131
2019-01-16 22:00:00+09,1,2,2,0,0,제주,제주시,차대사람,기타,과속,승용차,보행자,1,132
2019-01-17 05:00:00+09,1,0,0,0,0,서울,강동구,차대사람,횡단중,과속,승용차,보행자,3,133
2019-01-17 05:00:00+09,1,0,0,0,0,충남,아산시,차대사람,기타,안전운전 의무 불이행,승용차,보행자,4,134
2019-01-17 05:00:00+09,1,0,0,0,0,인천,남동구,차대사람,차도통행중,안전운전 의무 불이행,화물차,보행자,5,135
2019-01-17 07:00:00+09,1,0,0,0,0,경남,고성군,차대사람,보도통행중,신호위반,승용차,보행자,3,136
2019-01-17 08:00:00+09,1,1,1,0,0,경기,여주시,차대차,정면충돌,중앙선 침범,승용차,승용차,5,137
2019-01-17 08:00:00+09,1,0,0,0,0,인천,강화군,차대차,추돌,안전운전 의무 불이행,화물차,자전거,5,138
2019-01-17 11:00:00+09,1,4,2,2,0,서울,동작구,차대차,추돌,과속,승용차,승용차,1,139
2019-01-17 11:00:00+09,1,0,0,0,0,경기,동두천시,차대사람,기타,중앙선 침범,승용차,보행자,2,140
2019-01-17 13:00:00+09,1,0,0,0,0,경기,화성시,차대사람,횡단중,보행자 보호의무 위반,승용차,보행자,3,141
2019-01-17 18:00:00+09,1,0,0,0,0,경기,성남시,차대사람,횡단중,안전운전 의무 불이행,승용차,보행자,5,142
2019-01-18 00:00:00+09,1,0,0,0,0,서울,구로구,차대사람,기타,안전운전 의무 불이행,승용차,보행자,1,143
2019-01-18 05:00:00+09,1,0,0,0,0,부산,금정구,차대사람,횡단중,과속,승용차,보행자,1,144
2019-01-18 05:00:00+09,1,0,0,0,0,부산,사하구,차대사람,횡단중,과속,승용차,보행자,5,145
2019-01-18 06:00:00+09,1,0,0,0,0,인천,서구,차대사람,횡단중,보행자 보호의무 위반,화물차,보행자,3,146
2019-01-18 07:00:00+09,1,0,0,0,0,경기,이천시,차대차,기타,중앙선 침범,자전거,승용차,5,147
2019-01-18 10:00:00+09,1,2,0,2,0,서울,도봉구,차량단독,기타,안전운전 의무 불이행,이륜차,없음,5,148
2019-01-18 10:00:00+09,1,0,0,0,0,충북,충주시,차대차,기타,신호위반,화물차,원동기장치자전거,1,149
2019-01-18 12:00:00+09,1,0,0,0,0,충남,논산시,차대차,측면충돌,안전거리 미확보,이륜차,승용차,2,150
2019-01-18 15:00:00+09,1,0,0,0,0,경기,수원시,차대사람,기타,보행자 보호의무 위반,승합차,보행자,3,151
2019-01-18 19:00:00+09,1,0,0,0,0,경북,김천시,차대사람,차도통행중,안전운전 의무 불이행,승용차,보행자,5,152
2019-01-19 06:00:00+09,1,0,0,0,0,경북,경주시,차대차,기타,중앙선 침범,이륜차,승용차,5,153
2019-01-19 07:00:00+09,1,0,0,0,0,서울,구로구,차대차,기타,안전거리 미확보,이륜차,승용차,5,154
2019-01-19 11:00:00+09,1,0,0,0,0,전북,전주시,차대차,기타,신호위반,건설기계,자전거,1,155
2019-01-19 11:00:00+09,1,0,0,0,0,전남,무안군,차대사람,차도통행중,안전운전 의무 불이행,승용차,보행자,1,156
2019-01-19 18:00:00+09,1,0,0,0,0,전남,여수시,차대사람,횡단중,안전운전 의무 불이행,승용차,보행자,5,157
2019-01-19 19:00:00+09,1,0,0,0,0,경기,평택시,차대차,정면충돌,기타,승용차,이륜차,1,158
2019-01-19 19:00:00+09,1,0,0,0,0,충북,제천시,차대사람,횡단중,안전운전 의무 불이행,승합차,보행자,2,159
2019-01-19 20:00:00+09,1,1,1,0,0,경기,시흥시,차대사람,기타,신호위반,이륜차,보행자,1,160
2019-01-19 22:00:00+09,1,0,0,0,0,경기,안산시,차대사람,횡단중,안전운전 의무 불이행,승용차,보행자,3,161
2019-01-20 01:00:00+09,1,2,2,0,0,경기,광주시,차대차,추돌,안전운전 의무 불이행,승용차,특수차,5,162
2019-01-20 02:00:00+09,1,0,0,0,0,강원,속초시,차대사람,길가장자리구역통행중,안전운전 의무 불이행,승용차,보행자,2,163
2019-01-20 06:00:00+09,1,0,0,0,0,경북,의성군,차대사람,차도통행중,안전운전 의무 불이행,승용차,보행자,5,164
2019-01-20 06:00:00+09,1,0,0,0,0,경기,연천군,차량단독,공작물충돌,안전운전 의무 불이행,승용차,없음,1,165
2019-01-20 08:00:00+09,1,5,1,4,0,인천,중구,차대차,추돌,안전운전 의무 불이행,승용차,승합차,5,166
2019-01-20 09:00:00+09,1,0,0,0,0,제주,서귀포시,차대차,측면충돌,신호위반,이륜차,화물차,1,167
2019-01-20 11:00:00+09,1,0,0,0,0,충북,충주시,차대사람,기타,안전운전 의무 불이행,승용차,보행자,1,168
2019-01-20 17:00:00+09,1,1,0,1,0,충남,당진시,차대차,추돌,안전운전 의무 불이행,화물차,화물차,5,169
2019-01-20 21:00:00+09,1,0,0,0,0,대구,서구,차대사람,차도통행중,안전운전 의무 불이행,승용차,보행자,5,170
2019-01-20 23:00:00+09,1,7,1,6,0,경남,함양군,차대차,기타,안전운전 의무 불이행,승용차,화물차,5,171
2019-01-21 00:00:00+09,1,0,0,0,0,서울,구로구,차대차,측면충돌,신호위반,승용차,이륜차,1,172
2019-01-21 06:00:00+09,1,0,0,0,0,경기,광명시,차대사람,횡단중,안전운전 의무 불이행,화물차,보행자,5,173
2019-01-21 09:00:00+09,1,0,0,0,0,충남,서천군,차대차,측면충돌,기타,승합차,원동기장치자전거,1,174
2019-01-21 12:00:00+09,1,0,0,0,0,서울,금천구,차대사람,횡단중,보행자 보호의무 위반,화물차,보행자,4,175
2019-01-21 13:00:00+09,1,0,0,0,0,충북,음성군,차대차,기타,안전운전 의무 불이행,화물차,이륜차,5,176
2019-01-21 18:00:00+09,1,0,0,0,0,충남,금산군,차대사람,기타,안전운전 의무 불이행,승용차,보행자,5,177
2019-01-22 00:00:00+09,1,0,0,0,0,경기,하남시,차량단독,공작물충돌,과속,승용차,없음,5,178
2019-01-22 00:00:00+09,1,0,0,0,0,경기,화성시,차량단독,기타,안전운전 의무 불이행,이륜차,없음,5,179
2019-01-22 01:00:00+09,1,1,1,0,0,강원,춘천시,차량단독,공작물충돌,안전운전 의무 불이행,승용차,없음,5,180
2019-01-22 05:00:00+09,1,0,0,0,0,경기,성남시,차대사람,횡단중,안전운전 의무 불이행,승용차,보행자,5,181
2019-01-22 06:00:00+09,1,0,0,0,0,대구,북구,차대사람,횡단중,안전운전 의무 불이행,화물차,보행자,6,182
2019-01-22 06:00:00+09,1,0,0,0,0,경기,의정부시,차대사람,횡단중,안전운전 의무 불이행,승합차,보행자,2,183
2019-01-22 07:00:00+09,1,0,0,0,0,경기,성남시,차대사람,횡단중,신호위반,승합차,보행자,1,184
2019-01-22 08:00:00+09,1,1,0,1,0,전남,나주시,차대차,정면충돌,중앙선 침범,승용차,건설기계,5,185
2019-01-22 08:00:00+09,1,0,0,0,0,경북,영주시,차대사람,횡단중,안전운전 의무 불이행,화물차,보행자,1,186
2019-01-22 13:00:00+09,1,1,1,0,0,서울,강남구,차대차,기타,안전운전 의무 불이행,이륜차,화물차,5,187
2019-01-22 16:00:00+09,1,0,0,0,0,강원,영월군,차량단독,공작물충돌,안전운전 의무 불이행,화물차,없음,5,188
2019-01-22 17:00:00+09,1,1,1,0,0,강원,양구군,차량단독,공작물충돌,안전운전 의무 불이행,승용차,없음,1,189
2019-01-22 21:00:00+09,1,0,0,0,0,서울,금천구,차대사람,기타,안전운전 의무 불이행,승용차,보행자,1,190
2019-01-23 03:00:00+09,1,0,0,0,0,서울,종로구,차대사람,기타,안전운전 의무 불이행,화물차,보행자,5,191
2019-01-23 05:00:00+09,1,0,0,0,0,경기,수원시,차대차,기타,안전운전 의무 불이행,승용차,이륜차,2,192
2019-01-23 07:00:00+09,1,0,0,0,0,경기,성남시,차대사람,횡단중,신호위반,승용차,보행자,5,193
2019-01-23 12:00:00+09,1,0,0,0,0,경남,함안군,차량단독,전도,안전운전 의무 불이행,사륜오토바이(ATV),없음,5,194
2019-01-23 13:00:00+09,1,0,0,0,0,전북,완주군,차량단독,전복,안전거리 미확보,자전거,없음,2,195
2019-01-23 15:00:00+09,1,0,0,0,0,경남,양산시,차대사람,횡단중,보행자 보호의무 위반,승용차,보행자,5,196
2019-01-23 16:00:00+09,1,0,0,0,0,강원,원주시,차대차,측면충돌,교차로 통행방법 위반,화물차,이륜차,5,197
2019-01-23 23:00:00+09,1,0,0,0,0,경북,안동시,차대차,측면충돌,중앙선 침범,화물차,이륜차,5,198
2019-01-24 00:00:00+09,1,0,0,0,0,서울,성동구,차대사람,횡단중,안전운전 의무 불이행,승용차,보행자,5,199
2019-01-24 04:00:00+09,1,0,0,0,0,경기,성남시,차대사람,횡단중,안전운전 의무 불이행,승용차,보행자,1,200
2019-01-24 07:00:00+09,1,0,0,0,0,부산,북구,차대사람,횡단중,안전운전 의무 불이행,승용차,보행자,5,201
2019-01-24 09:00:00+09,1,0,0,0,0,경북,상주시,차대차,측면충돌,안전운전 의무 불이행,건설기계,이륜차,1,202
2019-01-24 13:00:00+09,1,0,0,0,0,전남,해남군,차량단독,공작물충돌,안전운전 의무 불이행,화물차,없음,5,203
2019-01-24 14:00:00+09,1,0,0,0,0,부산,사상구,차대차,측면충돌,신호위반,이륜차,승용차,2,204
2019-01-24 14:00:00+09,1,0,0,0,0,전남,강진군,차대차,측면충돌,안전운전 의무 불이행,건설기계,원동기장치자전거,5,205
2019-01-24 15:00:00+09,1,0,0,0,0,전남,나주시,차량단독,기타,기타,화물차,없음,1,206
2019-01-24 18:00:00+09,1,0,0,0,0,전남,보성군,차대사람,길가장자리구역통행중,안전운전 의무 불이행,건설기계,보행자,5,207
2019-01-24 20:00:00+09,3,5,4,1,0,강원,삼척시,차대차,측면충돌,안전거리 미확보,화물차,승용차,6,208
2019-01-24 21:00:00+09,1,0,0,0,0,대전,대덕구,차대사람,횡단중,안전운전 의무 불이행,승용차,보행자,5,209
2019-01-24 23:00:00+09,1,0,0,0,0,인천,미추홀구,차대사람,횡단중,안전운전 의무 불이행,승용차,보행자,4,210
2019-01-25 02:00:00+09,1,3,1,2,0,대구,달성군,차대차,추돌,안전운전 의무 불이행,승용차,화물차,5,211
2019-01-25 02:00:00+09,1,0,0,0,0,경북,영천시,차량단독,공작물충돌,안전운전 의무 불이행,승용차,없음,5,212
2019-01-25 04:00:00+09,1,1,1,0,0,서울,도봉구,차량단독,기타,안전운전 의무 불이행,이륜차,없음,5,213
2019-01-25 05:00:00+09,1,0,0,0,0,인천,남동구,차대사람,횡단중,안전운전 의무 불이행,화물차,보행자,5,214
2019-01-25 07:00:00+09,1,1,1,0,0,강원,인제군,차대차,추돌,안전운전 의무 불이행,화물차,건설기계,5,215
2019-01-25 10:00:00+09,1,1,0,1,0,경남,진주시,차대차,기타,안전운전 의무 불이행,화물차,승용차,5,216
2019-01-25 15:00:00+09,1,1,0,1,0,경기,이천시,차대차,정면충돌,중앙선 침범,원동기장치자전거,승용차,5,217
